HOUR,TOTALLOAD,COAL,HYDRO,NATURALGAS,NGPRICE,NUCLEAR,OTHER,PETROLEUM,SOLAR,WIND,PRICE
254,30.112029999999997,0.011,1.193,9.13,3.16,2.261,0.011,0.088,-0.034,2.89,40.066535189859664
255,31.78659,0.012,1.215,8.577,3.16,2.263,-0.014,0.088,-0.035,2.575,71.42282740373211
256,33.89586,0.012,1.177,8.881,3.16,2.263,0.026,0.088,-0.035,2.087,96.22135498671672
257,36.08638,0.012,1.316,9.643,3.16,2.264,0.032,0.088,-0.037,1.705,118.98500822964996
258,37.7987,0.01,1.917,10.262,3.1975,2.263,0.019,0.087,-0.038,1.391,111.45765342165969
259,39.33057,0.011,1.678,10.795,3.2350000000000003,2.262,0.011,0.087,1.156,0.913,108.90727167680116
260,40.28,0.011,1.407,9.642,3.2725,2.261,0.015,0.087,5.873,0.696,102.6005480518842
261,40.99845,0.01,1.083,9.862,3.31,2.263,-0.046,0.087,8.77,0.431,98.74568870129424
262,40.57475,0.012,1.185,10.195,3.3475,2.262,-0.039,0.087,9.974,0.36,93.02730177732616
263,39.18629,0.011,1.301,11.182,3.385,2.262,-0.029,0.087,10.415,0.266,85.88709654586127
264,37.96877,0.01,1.593,12.756,3.4225,2.262,-0.027,0.087,10.487,0.296,82.489641714255
265,36.14679,0.01,1.653,14.602,3.46,2.262,-0.015,0.087,10.49,0.579,83.930781514989
266,33.36079,0.01,2.324,16.522,3.4975,2.261,0.005,0.087,10.388,0.738,84.91689738186594
267,30.58094,0.01,2.82,18.761,3.535,2.259,-0.002,0.087,10.011,0.748,84.88428890187544
268,28.80511,0.01,3.249,20.032,3.5725,2.26,-0.006,0.087,9.14,0.787,85.81936059464165
269,27.06546,0.01,3.665,20.768,3.61,2.261,-0.113,0.087,7.307,0.852,86.90767553462969
270,25.80867,0.012,4.233,22.786,3.6475,2.261,0.173,0.087,3.046,1.112,90.77748274531716
271,24.89787,0.011,4.149,22.607,3.685,2.26,0.104,0.088,0.089,1.897,86.24324315329554
272,24.49781,0.012,4.112,20.371,3.7225,2.262,-0.054,0.088,-0.033,2.483,72.07126003851745
273,24.66001,0.012,3.327,18.482,3.76,2.263,-0.029,0.087,-0.028,2.463,56.27887352672491
274,25.13438,0.013,2.604,16.306,3.7975,2.263,-0.057,0.087,-0.028,2.429,46.62704026176538
275,25.82063,0.012,2.293,14.121,3.835,2.265,-0.041,0.088,-0.028,1.995,33.36261370468511
276,26.97427,0.011,2.035,11.577,3.8725,2.264,-0.036,0.087,-0.027,1.753,32.65593977796432
277,28.62221,0.013,1.594,9.721,3.91,2.265,-0.086,0.088,-0.027,1.684,29.44284188756064
278,30.95167,0.012,1.453,9.069,3.9475,2.262,-0.034,0.088,-0.026,1.121,38.729642872694605
279,33.39579,0.012,1.106,9.023,3.984999999999999,2.262,0.033,0.087,-0.027,0.722,72.77093061597033
280,36.04005,0.012,0.926,8.976,4.0225,2.261,0.007,0.088,-0.029,0.41,92.41753981023756
281,39.03563,0.012,0.891,9.559,4.06,2.262,-0.031,0.088,-0.029,0.156,110.6638666880373
282,41.22885,0.01,1.29,9.249,4.074583333333333,2.258,0.011,0.088,-0.03,0.25,119.13778089609096
283,43.2473,0.01,1.191,9.09,4.089166666666666,2.253,-0.027,0.087,1.074,0.074,99.46465309076189
284,44.42154,0.01,0.774,9.875,4.10375,2.252,-0.009,0.086,5.231,0.004,92.76208798548504
285,45.232589999999995,0.011,0.714,10.512,4.118333333333333,2.251,-0.021,0.087,8.523,0.008,88.67063722701849
286,45.176199999999994,0.01,0.732,10.973,4.132916666666667,2.25,0.001,0.087,9.446,0.04,85.71140382727077
287,43.935019999999994,0.01,0.55,12.549,4.1475,2.253,0.014,0.086,10.162,0.13,84.94812180073627
288,42.07511,0.011,1.116,13.754,4.162083333333333,2.254,-0.012,0.086,10.323,0.345,70.61821731215026
289,39.834309999999995,0.011,1.665,15.089,4.176666666666667,2.258,-0.011,0.086,10.195,0.43,68.77960283893464
290,36.78671,0.01,2.253,18.115,4.19125,2.259,0.171,0.086,9.479,0.436,67.13013415839728
291,33.65711,0.009,2.899,20.537,4.2058333333333335,2.26,-0.008,0.086,8.396,0.43,68.70948630258837
292,31.383830000000003,0.013,3.672,22.442,4.220416666666667,2.261,0.049,0.086,7.016,0.326,73.78774495849197
293,29.506259999999997,0.014,3.934,23.731,4.234999999999999,2.262,-0.037,0.085,5.693,0.314,89.55973040937366
294,27.92568,0.015,4.289,25.003,4.249583333333333,2.259,0.209,0.086,2.618,0.334,123.87143601430223
295,26.87996,0.015,4.613,25.462,4.264166666666666,2.253,0.031,0.085,0.067,0.453,123.04429340768452
296,26.27001,0.013,4.298,24.499,4.27875,2.254,-0.066,0.086,-0.031,0.672,98.13000295261142
297,26.18488,0.014,3.235,24.148,4.293333333333333,2.256,0.006,0.086,-0.027,0.806,83.1376868119267
298,26.28846,0.016,3.091,21.168,4.307916666666666,2.256,0.009,0.086,-0.028,0.834,79.4549493022373
299,26.70612,0.016,2.73,18.158,4.3225,2.257,-0.021,0.086,-0.028,0.761,75.43956654293358
300,28.15606,0.014,1.857,15.808,4.337083333333333,2.257,0.008,0.086,-0.027,0.791,68.76656498318293
301,30.31955,0.013,1.338,13.758,4.351666666666667,2.26,0.003,0.086,-0.026,0.593,61.86378159626675
302,32.995839999999994,0.015,1.183,12.056,4.36625,2.26,0.028,0.087,-0.026,0.458,73.70708187641024
303,36.39988,0.015,1.035,11.084,4.380833333333333,2.259,-0.015,0.087,-0.028,0.422,90.0833760935672
304,39.52214,0.017,1.095,10.288,4.395416666666667,2.255,-0.022,0.087,-0.029,0.371,111.8062707366004
305,42.59563,0.017,1.308,10.059,4.41,2.253,-0.067,0.087,-0.029,0.549,154.81466902748025
306,44.89571,0.014,1.241,10.212,4.4245833333333335,2.25,-0.072,0.087,-0.03,0.29,145.32604424980758
307,46.92599,0.013,1.133,10.124,4.439166666666667,2.248,-0.101,0.086,0.967,0.335,138.96215890062888
308,48.23765,0.015,0.658,10.793,4.45375,2.247,-0.062,0.086,5.275,0.273,127.958845314298
309,49.16864,0.016,0.621,10.871,4.468333333333334,2.248,-0.025,0.086,8.285,0.248,111.99508435460982
310,48.42407,0.014,0.534,12.14,4.482916666666667,2.249,0.066,0.086,9.391,0.205,88.65037457221965
311,46.93672,0.017,1.029,13.984,4.4975000000000005,2.251,0.003,0.086,9.871,0.335,83.66202452668031
312,45.00906,0.016,1.717,16.069,4.512083333333333,2.252,0.008,0.087,9.935,0.419,71.71519647475037
313,42.29154,0.015,2.213,19.289,4.526666666666666,2.256,-0.078,0.085,9.917,0.42,66.78528148970334
314,38.71557,0.015,2.839,21.487,4.54125,2.257,-0.267,0.085,9.754,0.295,64.29316871800268
315,35.21377,0.016,3.155,21.502,4.555833333333333,2.257,-0.019,0.085,9.357,0.404,65.92580721531914
316,31.5081,0.016,4.043,21.53,4.570416666666667,2.253,0.001,0.085,8.453,0.722,72.12280247463144
317,29.53111,0.016,4.015,22.104,4.585,2.251,-0.011,0.085,6.459,1.013,84.48025377968433
318,28.10605,0.016,5.412,25.159,4.599583333333333,2.25,0.132,0.086,2.502,0.994,122.78940471179963
319,27.14497,0.015,5.282,25.422,4.614166666666667,2.25,0.296,0.086,0.198,1.454,116.44381665062916
320,26.40502,0.016,4.271,24.531,4.62875,2.25,0.076,0.087,-0.009,1.979,92.2371966462834
321,26.5322,0.017,3.859,22.6,4.6433333333333335,2.254,-0.042,0.087,-0.021,2.23,76.12226853105355
322,27.06685,0.016,3.206,19.426,4.657916666666667,2.253,0.193,0.087,-0.021,2.243,64.02706912704467
323,27.81664,0.015,2.623,17.255,4.672499999999999,2.256,-0.055,0.087,-0.021,2.202,58.71775530774501
324,29.16689,0.015,2.032,14.303,4.687083333333333,2.258,0.073,0.087,-0.02,2.218,53.99223846892016
325,31.0777,0.015,1.525,12.719,4.701666666666666,2.259,-0.007,0.087,-0.02,2.129,53.39291232267738
326,33.63976,0.015,1.288,10.843,4.71625,2.259,-0.057,0.087,-0.019,2.19,62.114324340234376
327,36.52921,0.015,1.08,9.875,4.730833333333333,2.248,0.072,0.087,-0.02,2.268,75.29285606419879
328,39.25599,0.016,0.85,9.649,4.745416666666666,2.245,0.014,0.087,-0.022,1.909,94.8549821676927
329,41.75482,0.017,0.932,9.849,4.76,2.246,-0.02,0.087,-0.022,1.495,154.65951577591264
330,43.55554,0.015,1.043,10.253,4.774583333333333,2.242,0.01,0.086,-0.023,1.215,134.08096286701073
331,44.95079,0.014,0.929,10.592,4.789166666666667,2.24,-0.01,0.086,0.606,0.914,123.96713000014869
332,45.672410000000006,0.015,0.999,10.365,4.80375,2.239,-0.04,0.087,3.25,0.705,114.7584731058578
333,45.80591,0.014,1.07,10.651,4.818333333333333,2.241,0.031,0.088,5.773,0.574,95.25586163052988
334,44.70723,0.014,1.107,11.212,4.832916666666667,2.243,-0.004,0.087,7.13,0.641,82.86137284990205
335,43.21229,0.014,1.541,12.435,4.8475,2.248,-0.153,0.087,7.677,0.851,81.16686682051535
336,41.76732,0.013,2.025,13.202,4.862083333333333,2.249,-0.055,0.086,8.143,1.636,72.62291911978262
337,39.239839999999994,0.014,2.656,13.912,4.876666666666666,2.249,-0.025,0.086,8.585,2.399,71.08719258209831
338,35.8494,0.014,3.005,15.562,4.891249999999999,2.251,0.009,0.086,8.226,2.233,71.04478494937725
339,32.6263,0.015,3.742,17.226,4.905833333333333,2.252,-0.038,0.086,7.205,2.554,73.83095534666272
340,30.49399,0.013,3.861,18.218,4.920416666666666,2.253,-0.01,0.086,5.876,3.319,82.19608235067342
341,28.64481,0.014,3.84,19.065,4.935,2.255,-0.012,0.086,3.77,3.514,101.21731736841684
342,27.31768,0.015,3.944,19.805,4.949583333333333,2.246,0.093,0.086,1.185,3.555,145.9595567057178
343,26.47917,0.016,4.218,19.187,4.964166666666666,2.246,-0.011,0.086,-0.015,3.828,150.8323653289479
344,26.33095,0.015,4.13,18.356,4.97875,2.246,-0.027,0.087,-0.039,3.327,96.64523754537066
345,26.99888,0.016,3.515,17.683,4.993333333333333,2.249,-0.004,0.086,-0.038,3.091,80.80022902979042
346,28.27155,0.017,2.815,14.356,5.007916666666667,2.251,0.095,0.087,-0.038,3.706,72.74646041536627
347,29.07207,0.017,1.718,11.851,5.022499999999999,2.255,0.073,0.087,-0.039,4.056,65.99437360321086
348,30.46883,0.016,1.019,10.186,5.0370833333333325,2.256,0.018,0.086,-0.038,3.829,64.01511083896666
349,31.911009999999997,0.015,0.438,9.884,5.051666666666666,2.255,0.002,0.087,-0.038,3.521,64.2526710896274
350,33.37782,0.014,0.256,9.531,5.066249999999999,2.257,0.001,0.087,-0.038,3.172,74.18829224666031
351,35.275980000000004,0.016,0.611,9.711,5.080833333333333,2.257,-0.025,0.087,-0.04,3.321,91.74250552072316
352,37.1764,0.015,0.482,9.421,5.095416666666666,2.25,-0.025,0.087,-0.04,2.585,124.52761939136032
353,39.286089999999994,0.016,0.523,9.706,5.109999999999999,2.246,-0.015,0.087,-0.04,3.318,166.48396514359985
354,40.905440000000006,0.015,0.881,10.058,5.124583333333333,2.246,0.038,0.088,-0.04,3.603,149.35720530588088
355,41.77055,0.011,1.038,10.914,5.139166666666666,2.246,0.031,0.087,0.195,3.03,146.33768220373992
356,42.40046,0.012,1.078,12.281,5.15375,2.246,0.22,0.086,1.812,2.404,123.3210502692676
357,42.33789,0.013,0.522,12.437,5.168333333333333,2.245,-0.063,0.086,4.085,1.981,111.25749050246512
358,41.249,0.014,0.589,11.277,5.182916666666666,2.24,-0.038,0.087,6.163,2.058,93.5220759465536
359,39.91171,0.013,0.832,11.53,5.1975,2.241,-0.01,0.087,7.366,2.033,90.3992465224054
360,38.56576999999999,0.013,0.941,11.741,5.212083333333333,2.243,-0.225,0.087,7.965,2.466,72.12036652706
361,36.48712,0.012,1.086,13.065,5.226666666666667,2.245,-0.233,0.087,8.158,1.947,67.67346119171921
362,33.72218,0.014,1.562,13.225,5.24125,2.245,-0.031,0.087,7.797,1.88,66.27041075301146
363,30.87528,0.012,1.699,13.699,5.255833333333333,2.246,-0.001,0.087,7.109,1.937,67.16653496585694
364,26.29717,0.013,2.259,14.293,5.270416666666667,2.246,0.003,0.087,6.147,2.246,75.89118568643508
365,24.93114,0.012,2.439,15.301,5.285,2.245,-0.034,0.087,4.245,1.932,89.98397282391878
366,23.9937,0.013,2.974,16.084,5.299583333333333,2.246,-0.032,0.087,1.443,1.624,120.98489350458424
367,23.42646,0.014,3.178,17.178,5.314166666666666,2.249,-0.025,0.087,-0.012,1.158,120.99286569663624
368,23.50169,0.014,2.892,16.567,5.328749999999999,2.244,-0.03,0.087,-0.024,1.039,91.75186177389529
369,24.387130000000003,0.015,2.279,15.98,5.343333333333333,2.243,0.032,0.088,-0.037,0.909,82.04870752260099
370,25.88675,0.014,1.628,14.144,5.357916666666666,2.245,0.032,0.088,-0.037,1.113,74.53264665335101
371,26.752740000000003,0.013,1.485,12.546,5.3725,2.249,0.002,0.087,-0.037,0.896,69.40270715522142
372,27.15196,0.013,1.228,10.982,5.387083333333333,2.247,0.041,0.087,-0.037,0.778,62.773192795865555
373,27.662650000000003,0.014,0.407,10.709,5.401666666666666,2.246,0.038,0.088,-0.036,0.845,61.32186630528735
374,28.38297,0.013,0.065,9.826,5.41625,2.248,0.021,0.089,-0.037,0.989,67.07241880968746
375,29.40935,0.012,0.173,9.27,5.430833333333333,2.248,0.031,0.088,-0.037,0.884,77.2036354842185
376,30.72027,0.014,0.111,9.4,5.445416666666667,2.246,0.005,0.088,-0.039,0.828,108.64806471022143
377,32.55475,0.014,0.228,9.799,5.46,2.245,-0.008,0.088,-0.04,0.861,128.6217829096224
378,34.40704,0.013,1.076,9.418,5.395833333333333,2.246,-0.014,0.088,-0.041,0.753,125.40256746906768
379,35.94302,0.014,1.008,9.583,5.331666666666667,2.247,-0.017,0.088,0.925,0.523,114.23928409847107
380,37.18459,0.013,-0.004,10.284,5.2675,2.246,0.063,0.088,4.415,0.39,104.22795479816654
381,37.56596,0.012,0.026,9.638,5.203333333333333,2.241,0.097,0.087,6.833,0.462,95.08714457998488
382,37.025940000000006,0.012,0.701,9.466,5.139166666666666,2.242,-0.011,0.088,7.335,0.457,81.15745520489841
383,36.379,0.011,0.619,8.874,5.075,2.244,-0.035,0.088,8.541,0.5,76.39008435780053
384,35.03976,0.012,0.615,9.44,5.010833333333333,2.246,-0.117,0.088,8.979,0.668,68.22492650442757
385,33.08276,0.013,0.856,10.299,4.946666666666666,2.246,-0.229,0.089,8.864,0.809,64.8532428908783
386,30.29417,0.012,1.086,11.659,4.8825,2.247,-0.118,0.088,8.76,0.719,61.08131648260711
387,27.738169999999997,0.012,1.301,13.253,4.818333333333333,2.248,-0.112,0.088,8.253,0.807,64.89553979870976
388,24.99639,0.012,1.648,13.801,4.754166666666666,2.248,0.029,0.088,7.514,0.85,68.27048979650255
389,23.718,0.013,2.315,14.581,4.6899999999999995,2.244,-0.001,0.088,5.434,0.738,86.04883792836075
390,22.80308,0.013,2.808,15.597,4.6258333333333335,2.242,-0.027,0.088,2.009,0.609,123.36780385390588
391,22.26906,0.013,2.838,16.552,4.5616666666666665,2.242,-0.002,0.087,0.061,0.634,107.3702994841087
392,22.36884,0.012,2.739,16.289,4.4975000000000005,2.241,-0.02,0.085,-0.038,0.624,83.99829601642938
393,23.23603,0.013,2.337,15.551,4.433333333333334,2.243,-0.009,0.088,-0.037,0.573,72.39549019652131
394,24.577540000000003,0.014,1.914,13.742,4.369166666666667,2.245,-0.016,0.089,-0.037,0.537,62.61098083258521
395,25.36828,0.014,1.698,11.801,4.305,2.247,-0.004,0.088,-0.037,0.486,54.356717124297674
396,25.715,0.014,1.252,10.977,4.240833333333334,2.245,-0.021,0.089,-0.036,0.408,48.47431895759307
397,26.14222,0.013,1.187,9.178,4.176666666666667,2.245,0.019,0.088,-0.035,0.481,47.66738364332939
398,26.73843,0.014,1.088,8.172,4.1125,2.244,-0.03,0.089,-0.035,0.399,55.47716996349535
399,27.53452,0.013,1.199,7.885,4.048333333333334,2.247,0.003,0.088,-0.037,0.444,68.20211717716766
400,28.73631,0.014,1.215,7.933,3.984166666666667,2.246,0.015,0.088,-0.038,0.388,104.048137577438
401,30.43838,0.015,1.195,8.425,3.92,2.245,0.041,0.089,-0.039,0.58,133.23729457061856
402,32.17532,0.013,1.339,8.397,3.92,2.245,0.02,0.088,-0.039,0.579,129.91958934075473
403,33.75358,0.013,1.345,8.555,3.92,2.246,0.005,0.089,0.722,0.548,117.75864703353923
404,34.91856,0.011,0.919,8.796,3.92,2.243,0.025,0.087,2.663,0.291,101.61576088368258
405,35.36025,0.012,0.898,8.395,3.92,2.24,-0.014,0.089,4.873,0.226,101.99178260880204
406,34.874089999999995,0.011,0.873,8.237,3.92,2.241,-0.024,0.089,6.103,0.226,85.93102664581451
407,34.624309999999994,0.012,0.903,8.366,3.92,2.243,0.003,0.089,6.994,0.235,82.06027827356534
408,33.387440000000005,0.012,0.875,8.66,3.92,2.241,-0.024,0.089,7.577,0.329,77.80055336411222
409,31.65467,0.012,1.004,9.239,3.92,2.242,-0.013,0.088,7.549,0.367,76.31196794817986
410,29.1362,0.011,1.046,10.28,3.92,2.243,-0.004,0.089,6.898,0.354,70.85436582046846
411,26.71804,0.012,1.274,11.84,3.92,2.242,-0.034,0.089,5.938,0.32,67.74532164507686
412,24.70833,0.012,2.057,12.129,3.92,2.245,-0.009,0.089,4.085,0.402,70.61234889300087
413,23.47895,0.013,2.789,12.926,3.92,2.246,-0.025,0.089,1.856,0.431,80.88183327343384
414,22.59157,0.013,3.016,13.866,3.92,2.245,0.004,0.079,0.404,0.401,78.35484216150567
415,22.09792,0.012,2.986,14.239,3.92,2.239,0.015,0.088,-0.032,0.551,77.37517601944856
416,22.2402,0.013,2.881,13.537,3.92,2.239,-0.003,0.088,-0.069,0.62,74.81906426155265
417,23.09548,0.013,2.369,13.498,3.92,2.239,0.006,0.088,-0.036,0.539,58.20714747930317
418,24.495240000000003,0.013,1.872,12.617,3.92,2.238,-0.01,0.088,-0.035,0.429,53.06289678919133
419,25.33188,0.012,1.621,10.631,3.92,2.242,0.062,0.088,-0.036,0.516,41.00539921009505
420,25.90539,0.014,0.974,10.323,3.92,2.243,0.075,0.088,-0.035,0.534,39.385494075083855
421,26.31781,0.012,1.216,10.327,3.92,2.242,-0.005,0.088,-0.036,0.562,36.40383888518989
422,26.92959,0.014,1.161,9.981,3.92,2.241,0.011,0.088,-0.036,0.6,46.87686329395055
423,27.65788,0.013,1.196,9.371,3.92,2.241,0.026,0.088,-0.037,0.404,69.30803737460387
424,28.77452,0.013,1.237,9.028,3.92,2.24,0.026,0.088,-0.039,0.411,86.17046921959862
425,30.15438,0.014,1.292,9.117,3.92,2.243,0.017,0.088,-0.039,0.44,108.25014713818132
426,31.64822,0.012,1.506,10.081,3.89,2.243,0.029,0.089,-0.04,0.4,107.06026979319748
427,33.08212,0.012,1.522,9.51,3.86,2.242,-0.013,0.089,0.237,0.382,94.07013646890644
428,34.018860000000004,0.013,1.25,9.231,3.83,2.239,-0.02,0.089,1.528,0.198,91.85331345400152
429,34.685199999999995,0.013,1.083,8.585,3.8,2.239,0.028,0.089,3.2,0.236,86.73084788592067
430,34.223879999999994,0.012,0.991,7.992,3.77,2.242,0.006,0.077,5.015,0.18,84.99869539406617
431,33.710730000000005,0.013,1.015,7.326,3.74,2.239,0.008,0.09,6.371,0.147,80.54896657404029
432,32.583259999999996,0.014,0.402,8.457,3.71,2.24,-0.037,0.089,6.997,0.077,74.13591937387424
433,30.81248,0.014,0.425,8.583,3.68,2.241,-0.014,0.089,7.213,0.284,68.09374519146075
434,28.51911,0.015,0.737,9.274,3.65,2.24,-0.002,0.09,7.035,0.32,68.30354117605148
435,26.17562,0.013,1.086,10.585,3.62,2.241,-0.041,0.089,5.995,0.352,67.30950847956734
436,24.096580000000003,0.014,1.827,11.108,3.59,2.241,-0.018,0.089,4.547,0.328,72.4836272086518
437,23.03051,0.014,2.854,11.948,3.56,2.241,-0.037,0.089,2.838,0.309,77.84644883085603
438,22.0917,0.013,3.467,13.235,3.53,2.24,-0.004,0.089,0.959,0.257,78.19304541656136
439,21.45574,0.016,3.445,13.843,3.5,2.242,0.017,0.089,-0.026,0.353,72.67376952533654
440,21.34021,0.015,3.25,13.263,3.47,2.239,0.009,0.089,-0.03,0.432,68.66312025506372
441,21.879009999999997,0.018,2.587,12.628,3.44,2.239,0.0,0.088,-0.029,0.492,54.09596000926341
442,22.57872,0.017,2.41,11.847,3.41,2.237,-0.006,0.089,-0.029,0.556,39.60746979753182
443,22.92119,0.015,1.666,11.407,3.38,2.239,-0.008,0.089,-0.029,0.563,36.02931194608016
444,23.32962,0.016,1.188,10.71,3.35,2.238,0.011,0.088,-0.028,0.581,38.6234853847799
445,23.60863,0.016,1.156,9.438,3.3200000000000003,2.239,-0.001,0.088,-0.028,0.461,43.036315135342846
446,23.89679,0.016,0.86,8.73,3.29,2.24,0.017,0.089,-0.028,0.384,55.43813943990742
447,24.34906,0.017,0.841,8.367,3.26,2.238,-0.025,0.088,-0.03,0.336,71.8522462068666
448,25.05421,0.015,0.741,8.516,3.2300000000000004,2.239,-0.012,0.089,-0.031,0.252,86.86346862245243
449,26.11318,0.016,0.739,8.656,3.2,2.242,-0.003,0.089,-0.032,0.283,98.68434711244966
450,27.57442,0.016,0.85,8.626,3.199027777777778,2.24,0.001,0.088,-0.033,0.275,102.35338241704969
451,28.86359,0.016,0.592,8.198,3.198055555555556,2.243,-0.008,0.089,0.475,0.088,93.96641492856315
452,29.93403,0.016,0.382,6.983,3.1970833333333335,2.243,-0.007,0.087,2.791,0.031,87.5440945188922
453,30.7444,0.017,0.231,6.409,3.196111111111111,2.242,-0.008,0.089,5.592,0.036,92.76372117760684
454,30.49528,0.015,0.25,5.178,3.195138888888889,2.244,-0.006,0.088,7.541,0.023,87.2643204040672
455,30.5846,0.016,0.269,5.173,3.194166666666667,2.246,-0.005,0.089,8.775,0.062,79.4969140353999
456,29.73271,0.017,0.337,5.313,3.1931944444444444,2.245,0.007,0.088,9.285,0.092,73.42334934678166
457,28.28281,0.017,0.423,5.581,3.1922222222222225,2.242,0.007,0.088,9.582,0.1,65.96984804016199
458,26.51582,0.018,0.746,6.661,3.19125,2.241,-0.025,0.088,9.469,0.275,65.23109157667636
459,24.70477,0.018,0.922,7.819,3.1902777777777778,2.241,0.007,0.088,8.725,0.343,65.68066230972006
460,23.7749,0.018,1.363,9.499,3.189305555555556,2.24,0.025,0.089,7.187,0.376,69.29458430051612
461,22.50903,0.018,2.297,10.733,3.1883333333333335,2.241,-0.063,0.088,4.636,0.359,81.1803475758255
462,21.60414,0.018,3.089,12.696,3.187361111111111,2.24,-0.052,0.088,1.558,0.302,90.2530066244515
463,20.993080000000003,0.018,3.23,13.468,3.186388888888889,2.241,-0.043,0.087,-0.029,0.275,91.70120513689818
464,20.70847,0.018,2.979,12.844,3.185416666666667,2.243,-0.003,0.088,-0.024,0.237,90.9826282845442
465,20.77131,0.018,2.6,11.761,3.1844444444444444,2.243,-0.003,0.076,-0.024,0.299,84.34151549300155
466,20.98374,0.02,2.073,11.168,3.1834722222222225,2.242,0.005,0.088,-0.037,0.379,80.23835557745859
467,20.85586,0.016,1.598,11.192,3.1825,2.243,0.002,0.088,-0.037,0.464,76.67744312756388
468,21.1267,0.018,1.231,10.782,3.1815277777777777,2.243,0.002,0.088,-0.036,0.389,72.4728315319147
469,21.31626,0.018,1.401,9.339,3.180555555555556,2.243,0.031,0.088,-0.036,0.371,71.42304885351135
470,21.681939999999997,0.017,1.258,8.482,3.1795833333333334,2.243,0.007,0.087,-0.036,0.347,75.539108218694
471,22.31054,0.017,1.21,8.247,3.178611111111111,2.244,0.022,0.088,-0.037,0.365,78.3969453007803
472,23.38163,0.017,1.169,8.173,3.177638888888889,2.242,0.002,0.088,-0.039,0.284,103.31804533656448
473,24.93997,0.018,1.21,7.928,3.1766666666666667,2.244,-0.009,0.088,-0.04,0.405,115.79267125604837
474,26.8493,0.016,1.087,8.153,3.1756944444444444,2.245,0.004,0.088,-0.04,0.507,113.95198069115254
475,28.74428,0.018,0.751,7.686,3.1747222222222224,2.245,-0.005,0.089,0.636,0.177,107.17896687486062
476,30.52677,0.018,0.32,6.368,3.17375,2.245,-0.009,0.088,3.984,0.209,94.57340877341151
477,31.70145,0.018,0.132,5.754,3.1727777777777777,2.244,-0.034,0.089,6.973,0.153,85.42886159020551
478,31.707,0.019,0.136,5.509,3.171805555555556,2.246,-0.008,0.089,8.447,0.176,81.90066834519088
479,31.54519,0.019,0.123,5.475,3.1708333333333334,2.245,-0.024,0.088,9.222,0.207,77.13271619242255
480,30.54157,0.018,0.106,5.471,3.169861111111111,2.244,-0.008,0.088,9.455,0.23,69.78113714668994
